,video_id,frame_id,object,confidence,quantity,bbox_x,bbox_y,bbox_w,bbox_h
411,L21_V01,7920,person,0.6031,18,1092,262,89,124
412,L21_V01,7920,person,0.6013,18,989,265,82,155
413,L21_V01,7920,person,0.5506,18,951,273,70,143
414,L21_V01,7920,person,0.548,18,1147,259,61,111
415,L21_V01,7920,person,0.5374,18,1039,272,76,122
416,L21_V01,7920,person,0.3241,18,1179,228,41,128
417,L21_V01,7920,person,0.3107,18,1148,259,47,67
418,L21_V01,7920,chair,0.8755,13,0,387,113,251
419,L21_V01,7920,chair,0.6387,13,71,432,113,203
420,L21_V01,7920,chair,0.4322,13,249,466,129,130
421,L21_V01,7920,chair,0.4262,13,340,472,48,99
422,L21_V01,7920,chair,0.4187,13,821,340,54,113
423,L21_V01,7920,chair,0.4065,13,78,431,193,202
424,L21_V01,7920,chair,0.3691,13,524,433,53,94
425,L21_V01,7920,chair,0.3666,13,825,403,47,50
426,L21_V01,7920,chair,0.349,13,753,315,29,24
427,L21_V01,7920,chair,0.3412,13,430,439,88,105
428,L21_V01,7920,chair,0.3304,13,238,440,129,155
429,L21_V01,7920,chair,0.3155,13,402,341,21,43
430,L21_V01,7920,chair,0.3034,13,247,491,50,105
431,L21_V01,7920,handbag,0.7673,15,171,393,59,120
432,L21_V01,7920,handbag,0.7123,15,666,318,73,67
433,L21_V01,7920,handbag,0.7113,15,1008,326,45,28
434,L21_V01,7920,handbag,0.6327,15,844,338,27,41
435,L21_V01,7920,handbag,0.5509,15,443,392,54,31
436,L21_V01,7920,handbag,0.5023,15,549,383,52,29
437,L21_V01,7920,handbag,0.4768,15,616,336,61,72
438,L21_V01,7920,handbag,0.4393,15,930,311,39,47
439,L21_V01,7920,handbag,0.4184,15,617,370,59,40
440,L21_V01,7920,handbag,0.383,15,755,358,37,28
441,L21_V01,7920,handbag,0.3407,15,275,441,78,38
442,L21_V01,7920,handbag,0.3261,15,547,337,82,75
443,L21_V01,7920,handbag,0.3184,15,475,396,66,34
444,L21_V01,7920,handbag,0.3081,15,915,348,45,19
445,L21_V01,7920,handbag,0.3008,15,1171,320,34,23
446,L21_V01,7920,book,0.4245,2,357,381,73,45
447,L21_V01,7920,book,0.3182,2,475,396,66,34
448,L21_V01,7976,person,0.8677,16,642,81,474,557
449,L21_V01,7976,person,0.8596,16,471,108,467,529
450,L21_V01,7976,person,0.8324,16,1150,82,113,187
451,L21_V01,7976,person,0.8146,16,941,86,339,552
452,L21_V01,7976,person,0.804,16,258,62,558,576
453,L21_V01,7976,person,0.7291,16,799,78,178,271
454,L21_V01,7976,person,0.6257,16,1209,41,69,290
455,L21_V01,7976,person,0.5407,16,1005,84,246,252
456,L21_V01,7976,person,0.4621,16,-1,207,447,430
457,L21_V01,7976,person,0.4465,16,918,87,125,247
458,L21_V01,7976,person,0.4187,16,801,77,349,561
459,L21_V01,7976,person,0.3982,16,0,208,693,430
460,L21_V01,7976,person,0.3839,16,0,207,727,430
461,L21_V01,7976,person,0.3303,16,0,207,624,430
462,L21_V01,7976,person,0.3166,16,1010,83,270,553
463,L21_V01,7976,person,0.3149,16,2,206,947,431
464,L21_V01,7976,book,0.6963,5,755,489,224,131
465,L21_V01,7976,book,0.5436,5,974,207,161,168
466,L21_V01,7976,book,0.4717,5,1067,307,123,113
467,L21_V01,7976,book,0.3799,5,848,303,156,176
468,L21_V01,7976,book,0.3283,5,777,341,112,104
469,L21_V01,7976,laptop,0.4239,2,848,303,156,176
470,L21_V01,7976,laptop,0.3564,2,1184,320,95,84
471,L21_V01,7976,cell phone,0.3279,1,1144,201,49,87
472,L21_V01,7976,handbag,0.3226,2,1067,307,123,113
473,L21_V01,7976,handbag,0.3009,2,1184,320,95,84
474,L21_V01,8033,person,0.9735,1,0,-1,1279,640
475,L21_V01,8061,cell phone,0.9597,1,236,0,887,641
476,L21_V01,8061,person,0.5922,3,0,0,1123,641
477,L21_V01,8061,person,0.459,3,0,0,342,639
478,L21_V01,8061,person,0.3535,3,0,-1,1150,719
479,L21_V01,8062,cell phone,0.9568,1,238,0,880,640
480,L21_V01,8062,person,0.5003,3,0,0,1116,642
