video_id,frame_id,shot_id
L21_V01,6487,32
L21_V01,6512,32
L21_V01,6537,32
L21_V01,6562,32
L21_V01,6587,32
L21_V01,6612,32
L21_V01,6637,32
L21_V01,6662,32
L21_V01,6672,32
L21_V01,6673,33
L21_V01,6698,33
L21_V01,6723,33
L21_V01,6748,33
L21_V01,6749,34
L21_V01,6774,34
L21_V01,6799,34
L21_V01,6803,34
L21_V01,6804,35
L21_V01,6829,35
L21_V01,6854,35
L21_V01,6868,35
L21_V01,6869,36
L21_V01,6894,36
L21_V01,6919,36
L21_V01,6921,36
L21_V01,6922,37
L21_V01,6947,37
L21_V01,6972,37
L21_V01,6983,37
L21_V01,6984,38
L21_V01,7009,38
L21_V01,7034,38
L21_V01,7048,38
L21_V01,7049,39
L21_V01,7074,39
L21_V01,7099,39
L21_V01,7108,39
L21_V01,7109,40
L21_V01,7134,40
L21_V01,7159,40
L21_V01,7184,40
L21_V01,7209,40
L21_V01,7234,40
L21_V01,7259,40
L21_V01,7284,40
L21_V01,7309,40
L21_V01,7334,40
L21_V01,7359,40
L21_V01,7383,40
L21_V01,7384,41
L21_V01,7409,41
L21_V01,7434,41
L21_V01,7459,41
L21_V01,7466,41
L21_V01,7467,42
L21_V01,7492,42
L21_V01,7517,42
L21_V01,7531,42
L21_V01,7532,43
L21_V01,7557,43
L21_V01,7582,43
L21_V01,7602,43
L21_V01,7603,44
L21_V01,7628,44
L21_V01,7653,44
L21_V01,7659,44
L21_V01,7660,45
L21_V01,7685,45
L21_V01,7710,45
L21_V01,7720,45
L21_V01,7721,46
L21_V01,7746,46
L21_V01,7771,46
L21_V01,7782,46
L21_V01,7783,47
L21_V01,7808,47
L21_V01,7815,47
L21_V01,7816,48
L21_V01,7841,48
L21_V01,7865,48
L21_V01,7866,49
L21_V01,7891,49
L21_V01,7916,49
L21_V01,7919,49
L21_V01,7920,50
L21_V01,7945,50
L21_V01,7970,50
L21_V01,7975,50
L21_V01,7976,51
L21_V01,8001,51
L21_V01,8026,51
L21_V01,8032,51
L21_V01,8033,52
L21_V01,8058,52
L21_V01,8061,52
L21_V01,8062,53
L21_V01,8087,53
L21_V01,8100,53
L21_V01,8101,54
L21_V01,8126,54
L21_V01,8151,54
L21_V01,8176,54
L21_V01,8201,54
L21_V01,8226,54
L21_V01,8251,54
L21_V01,8276,54
L21_V01,8301,54
L21_V01,8326,54
L21_V01,8351,54
L21_V01,8376,54
L21_V01,8377,55
L21_V01,8402,55
L21_V01,8411,55
L21_V01,8412,56
L21_V01,8437,56
L21_V01,8462,56
L21_V01,8487,56
L21_V01,8505,56
L21_V01,8506,57
L21_V01,8531,57
L21_V01,8556,57
L21_V01,8581,57
L21_V01,8606,57
L21_V01,8631,57
L21_V01,8656,57
L21_V01,8681,57
L21_V01,8706,57
L21_V01,8731,57
L21_V01,8756,57
L21_V01,8781,57
L21_V01,8806,57
L21_V01,8831,57
L21_V01,8856,57
L21_V01,8881,57
L21_V01,8906,57
L21_V01,8931,57
L21_V01,8956,57
L21_V01,8961,57
L21_V01,8962,58
L21_V01,8974,58
L21_V01,8975,59
L21_V01,9000,59
L21_V01,9025,59
L21_V01,9033,59
L21_V01,9034,60
L21_V01,9059,60
L21_V01,9084,60
L21_V01,9091,60
L21_V01,9092,61
L21_V01,9117,61
L21_V01,9140,61
L21_V01,9141,62
L21_V01,9166,62
L21_V01,9183,62
L21_V01,9184,63
L21_V01,9196,63
L21_V01,9197,64
L21_V01,9222,64
L21_V01,9247,64
L21_V01,9250,64
L21_V01,9251,65
L21_V01,9276,65
L21_V01,9301,65
L21_V01,9324,65
L21_V01,9325,66
L21_V01,9350,66
L21_V01,9375,66
L21_V01,9385,66
L21_V01,9386,67
L21_V01,9411,67
L21_V01,9436,67
L21_V01,9440,67
L21_V01,9441,68
L21_V01,9466,68
L21_V01,9491,68
L21_V01,9507,68
L21_V01,9508,69
L21_V01,9533,69
L21_V01,9558,69
L21_V01,9568,69
L21_V01,9569,70
L21_V01,9594,70
L21_V01,9619,70
L21_V01,9628,70
L21_V01,9629,71
L21_V01,9654,71
L21_V01,9679,71
L21_V01,9704,71
L21_V01,9707,71
L21_V01,9708,72
L21_V01,9721,72
L21_V01,9722,73
L21_V01,9747,73
L21_V01,9772,73
L21_V01,9797,73
L21_V01,9822,73
L21_V01,9847,73
L21_V01,9872,73
L21_V01,9897,73
L21_V01,9922,73
L21_V01,9947,73
L21_V01,9972,73
L21_V01,9997,73
L21_V01,10022,73
L21_V01,10047,73
L21_V01,10072,73
L21_V01,10097,73
L21_V01,10122,73
L21_V01,10147,73
L21_V01,10172,73
L21_V01,10197,73
L21_V01,10222,73
L21_V01,10247,73
L21_V01,10272,73
L21_V01,10297,73
L21_V01,10322,73
L21_V01,10347,73
L21_V01,10372,73
L21_V01,10397,73
L21_V01,10422,73
L21_V01,10426,73
L21_V01,10427,74
L21_V01,10452,74
L21_V01,10464,74
L21_V01,10465,75
L21_V01,10490,75
L21_V01,10515,75
L21_V01,10540,75
L21_V01,10541,76
L21_V01,10566,76
L21_V01,10591,76
L21_V01,10609,76
L21_V01,10610,77
L21_V01,10635,77
L21_V01,10650,77
L21_V01,10651,78
L21_V01,10676,78
L21_V01,10701,78
L21_V01,10726,78
L21_V01,10751,78
L21_V01,10770,78
L21_V01,10771,79
L21_V01,10796,79
L21_V01,10821,79
L21_V01,10829,79
L21_V01,10830,80
L21_V01,10855,80
L21_V01,10880,80
L21_V01,10893,80
L21_V01,10894,81
L21_V01,10919,81
L21_V01,10937,81
L21_V01,10938,82
L21_V01,10963,82
L21_V01,10988,82
L21_V01,11013,82
L21_V01,11038,82
L21_V01,11063,82
L21_V01,11088,82
L21_V01,11109,82
L21_V01,11110,83
L21_V01,11135,83
L21_V01,11160,83
L21_V01,11185,83
L21_V01,11210,83
L21_V01,11235,83
L21_V01,11260,83
L21_V01,11285,83
L21_V01,11310,83
L21_V01,11335,83
L21_V01,11360,83
L21_V01,11385,83
L21_V01,11410,83
L21_V01,11435,83
L21_V01,11460,83
L21_V01,11474,83
L21_V01,11475,84
L21_V01,11500,84
L21_V01,11525,84
L21_V01,11550,84
L21_V01,11551,84
L21_V01,11552,85
L21_V01,11577,85
L21_V01,11601,85
L21_V01,11602,86
L21_V01,11627,86
L21_V01,11650,86
L21_V01,11651,87
L21_V01,11676,87
L21_V01,11696,87
L21_V01,11697,88
L21_V01,11722,88
L21_V01,11747,88
L21_V01,11772,88
L21_V01,11797,88
L21_V01,11822,88
L21_V01,11847,88
L21_V01,11872,88
L21_V01,11897,88
L21_V01,11916,88
L21_V01,11917,89
L21_V01,11942,89
L21_V01,11967,89
L21_V01,11992,89
L21_V01,12017,89
L21_V01,12042,89
L21_V01,12051,89
L21_V01,12052,90
L21_V01,12077,90
L21_V01,12102,90
L21_V01,12127,90
L21_V01,12146,90
L21_V01,12147,91
L21_V01,12172,91
L21_V01,12197,91
L21_V01,12222,91
L21_V01,12228,91
L21_V01,12229,92
L21_V01,12254,92
L21_V01,12279,92
L21_V01,12302,92
L21_V01,12303,93
L21_V01,12328,93
L21_V01,12353,93
L21_V01,12375,93
L21_V01,12376,94
L21_V01,12401,94
L21_V01,12426,94
L21_V01,12451,94
L21_V01,12476,94
L21_V01,12477,94
L21_V01,12478,95
L21_V01,12503,95
L21_V01,12528,95
L21_V01,12553,95
L21_V01,12573,95
L21_V01,12574,96
L21_V01,12599,96
L21_V01,12624,96
L21_V01,12649,96
L21_V01,12674,96
L21_V01,12699,96
L21_V01,12724,96
L21_V01,12749,96
L21_V01,12764,96
L21_V01,12765,97
L21_V01,12790,97
L21_V01,12815,97
L21_V01,12840,97
L21_V01,12843,97
L21_V01,12844,98
L21_V01,12869,98
L21_V01,12894,98
L21_V01,12913,98
L21_V01,12914,99
L21_V01,12939,99
L21_V01,12964,99
L21_V01,12986,99
L21_V01,12987,100
L21_V01,13012,100
L21_V01,13037,100
L21_V01,13062,100
L21_V01,13073,100
L21_V01,13074,101
L21_V01,13099,101
L21_V01,13124,101
L21_V01,13140,101
L21_V01,13141,102
L21_V01,13166,102
L21_V01,13191,102
L21_V01,13196,102
L21_V01,13197,103
L21_V01,13222,103
L21_V01,13247,103
L21_V01,13254,103
L21_V01,13255,104
L21_V01,13280,104
L21_V01,13300,104
L21_V01,13301,105
L21_V01,13326,105
L21_V01,13343,105
L21_V01,13344,106
L21_V01,13369,106
L21_V01,13394,106
L21_V01,13419,106
L21_V01,13420,106
L21_V01,13421,107
L21_V01,13446,107
L21_V01,13471,107
L21_V01,13487,107
L21_V01,13488,108
L21_V01,13513,108
L21_V01,13538,108
L21_V01,13563,108
L21_V01,13588,108
L21_V01,13613,108
L21_V01,13638,108
L21_V01,13663,108
L21_V01,13688,108
L21_V01,13713,108
L21_V01,13725,108
L21_V01,13726,109
L21_V01,13751,109
L21_V01,13776,109
L21_V01,13801,109
L21_V01,13807,109
L21_V01,13808,110
L21_V01,13833,110
L21_V01,13858,110
L21_V01,13883,110
L21_V01,13886,110
L21_V01,13887,111
L21_V01,13912,111
L21_V01,13937,111
L21_V01,13962,111
L21_V01,13970,111
L21_V01,13971,112
L21_V01,13996,112
L21_V01,14021,112
L21_V01,14035,112
L21_V01,14036,113
L21_V01,14061,113
L21_V01,14086,113
L21_V01,14111,113
L21_V01,14130,113
L21_V01,14131,114
L21_V01,14156,114
L21_V01,14181,114
L21_V01,14186,114
L21_V01,14187,115
L21_V01,14212,115
L21_V01,14237,115
L21_V01,14262,115
L21_V01,14287,115
L21_V01,14312,115
L21_V01,14337,115
L21_V01,14345,115
L21_V01,14346,116
L21_V01,14371,116
L21_V01,14396,116
L21_V01,14421,116
L21_V01,14446,116
L21_V01,14471,116
L21_V01,14496,116
L21_V01,14521,116
L21_V01,14546,116
L21_V01,14571,116
L21_V01,14596,116
L21_V01,14621,116
L21_V01,14636,116
L21_V01,14637,117
L21_V01,14662,117
L21_V01,14687,117
L21_V01,14712,117
L21_V01,14737,117
L21_V01,14762,117
L21_V01,14787,117
L21_V01,14812,117
L21_V01,14837,117
L21_V01,14862,117
L21_V01,14887,117
L21_V01,14910,117
L21_V01,14911,118
L21_V01,14936,118
L21_V01,14961,118
L21_V01,14986,118
L21_V01,15011,118
L21_V01,15017,118
L21_V01,15018,119
L21_V01,15043,119
L21_V01,15068,119
L21_V01,15093,119
L21_V01,15118,119
L21_V01,15143,119
L21_V01,15168,119
L21_V01,15193,119
L21_V01,15194,120
L21_V01,15219,120
L21_V01,15244,120
L21_V01,15264,120
L21_V01,15265,121
L21_V01,15290,121
L21_V01,15297,121
L21_V01,15298,122
L21_V01,15323,122
L21_V01,15348,122
L21_V01,15373,122
L21_V01,15375,122
L21_V01,15376,123
L21_V01,15401,123
L21_V01,15426,123
L21_V01,15436,123
L21_V01,15437,124
L21_V01,15462,124
L21_V01,15487,124
L21_V01,15497,124
L21_V01,15498,125
L21_V01,15523,125
L21_V01,15548,125
L21_V01,15568,125
L21_V01,15569,126
L21_V01,15594,126
L21_V01,15619,126
L21_V01,15638,126
L21_V01,15639,127
L21_V01,15664,127
L21_V01,15689,127
L21_V01,15690,128
L21_V01,15715,128
L21_V01,15740,128
L21_V01,15741,129
L21_V01,15766,129
L21_V01,15791,129
L21_V01,15816,129
L21_V01,15826,129
L21_V01,15827,130
L21_V01,15852,130
L21_V01,15877,130
L21_V01,15902,130
L21_V01,15927,130
L21_V01,15952,130
L21_V01,15977,130
L21_V01,16002,130
L21_V01,16027,130
L21_V01,16052,130
L21_V01,16077,130
L21_V01,16102,130
L21_V01,16127,130
L21_V01,16152,130
L21_V01,16177,130
L21_V01,16202,130
L21_V01,16227,130
L21_V01,16252,130
L21_V01,16263,130
L21_V01,16264,131
L21_V01,16289,131
L21_V01,16314,131
L21_V01,16339,131
L21_V01,16364,131
L21_V01,16389,131
L21_V01,16392,131
L21_V01,16393,132
L21_V01,16418,132
L21_V01,16443,132
L21_V01,16458,132
L21_V01,16459,133
L21_V01,16484,133
L21_V01,16509,133
L21_V01,16534,133
L21_V01,16540,133
L21_V01,16541,134
L21_V01,16566,134
L21_V01,16591,134
L21_V01,16616,134
L21_V01,16641,134
L21_V01,16666,134
L21_V01,16691,134
L21_V01,16716,134
L21_V01,16718,134
L21_V01,16719,135
L21_V01,16744,135
L21_V01,16769,135
L21_V01,16794,135
L21_V01,16819,135
L21_V01,16844,135
L21_V01,16869,135
L21_V01,16894,135
L21_V01,16919,135
L21_V01,16944,135
L21_V01,16969,135
L21_V01,16985,135
L21_V01,16986,136
L21_V01,17011,136
L21_V01,17036,136
L21_V01,17061,136
L21_V01,17086,136
L21_V01,17111,136
L21_V01,17136,136
L21_V01,17161,136
L21_V01,17186,136
L21_V01,17211,136
L21_V01,17236,136
L21_V01,17261,136
L21_V01,17262,137
L21_V01,17287,137
L21_V01,17312,137
L21_V01,17337,137
L21_V01,17347,137
L21_V01,17348,138
L21_V01,17373,138
L21_V01,17398,138
L21_V01,17418,138
L21_V01,17419,139
L21_V01,17444,139
L21_V01,17469,139
L21_V01,17494,139
L21_V01,17519,139
L21_V01,17521,139
L21_V01,17522,140
L21_V01,17547,140
L21_V01,17572,140
L21_V01,17597,140
L21_V01,17622,140
L21_V01,17632,140
L21_V01,17633,141
L21_V01,17658,141
L21_V01,17683,141
L21_V01,17708,141
L21_V01,17733,141
L21_V01,17758,141
L21_V01,17783,141
L21_V01,17793,141
L21_V01,17794,142
L21_V01,17819,142
L21_V01,17827,142
L21_V01,17828,143
L21_V01,17853,143
L21_V01,17878,143
L21_V01,17903,143
L21_V01,17928,143
L21_V01,17953,143
L21_V01,17978,143
L21_V01,18003,143
L21_V01,18028,143
L21_V01,18053,143
L21_V01,18078,143
L21_V01,18103,143
L21_V01,18128,143
L21_V01,18153,143
L21_V01,18178,143
L21_V01,18203,143
L21_V01,18228,143
L21_V01,18253,143
L21_V01,18278,143
L21_V01,18303,143
L21_V01,18328,143
L21_V01,18353,143
L21_V01,18378,143
L21_V01,18403,143
L21_V01,18428,143
L21_V01,18453,143
L21_V01,18478,143
L21_V01,18503,143
L21_V01,18528,143
L21_V01,18553,143
L21_V01,18578,143
L21_V01,18603,143
L21_V01,18628,143
L21_V01,18653,143
L21_V01,18678,143
L21_V01,18703,143
L21_V01,18728,143
L21_V01,18753,143
L21_V01,18778,143
L21_V01,18803,143
L21_V01,18828,143
L21_V01,18853,143
L21_V01,18866,143
L21_V01,18867,144
L21_V01,18892,144
L21_V01,18917,144
L21_V01,18942,144
L21_V01,18967,144
L21_V01,18992,144
L21_V01,19017,144
L21_V01,19042,144
L21_V01,19067,144
L21_V01,19092,144
L21_V01,19117,144
L21_V01,19142,144
L21_V01,19167,144
L21_V01,19192,144
L21_V01,19217,144
L21_V01,19242,144
L21_V01,19243,144
L21_V01,19244,145
L21_V01,19269,145
L21_V01,19294,145
L21_V01,19319,145
L21_V01,19321,145
L21_V01,19322,146
L21_V01,19347,146
L21_V01,19372,146
L21_V01,19397,146
L21_V01,19422,146
L21_V01,19447,146
L21_V01,19472,146
L21_V01,19486,146
L21_V01,19487,147
L21_V01,19512,147
L21_V01,19513,147
L21_V01,19514,148
L21_V01,19539,148
L21_V01,19544,148
L21_V01,19545,149
L21_V01,19570,149
L21_V01,19595,149
L21_V01,19620,149
L21_V01,19636,149
L21_V01,19637,150
L21_V01,19662,150
L21_V01,19687,150
L21_V01,19712,150
L21_V01,19714,150
L21_V01,19715,151
L21_V01,19740,151
L21_V01,19765,151
L21_V01,19790,151
L21_V01,19791,151
L21_V01,19792,152
L21_V01,19817,152
L21_V01,19842,152
L21_V01,19867,152
L21_V01,19892,152
L21_V01,19917,152
L21_V01,19918,153
L21_V01,19943,153
L21_V01,19968,153
L21_V01,19993,153
L21_V01,20005,153
L21_V01,20006,154
L21_V01,20031,154
L21_V01,20056,154
L21_V01,20081,154
L21_V01,20106,154
L21_V01,20114,154
L21_V01,20115,155
L21_V01,20140,155
L21_V01,20165,155
L21_V01,20190,155
L21_V01,20215,155
L21_V01,20222,155
L21_V01,20223,156
L21_V01,20248,156
L21_V01,20273,156
L21_V01,20298,156
L21_V01,20317,156
L21_V01,20318,157
L21_V01,20331,157
L21_V01,20332,158
L21_V01,20357,158
L21_V01,20382,158
L21_V01,20407,158
L21_V01,20432,158
L21_V01,20457,158
L21_V01,20482,158
L21_V01,20507,158
L21_V01,20532,158
L21_V01,20557,158
L21_V01,20582,158
L21_V01,20607,158
L21_V01,20632,158
L21_V01,20657,158
L21_V01,20682,158
L21_V01,20707,158
L21_V01,20732,158
L21_V01,20757,158
L21_V01,20782,158
L21_V01,20804,158
L21_V01,20805,159
L21_V01,20830,159
L21_V01,20855,159
L21_V01,20880,159
L21_V01,20903,159
L21_V01,20904,160
L21_V01,20929,160
L21_V01,20954,160
L21_V01,20979,160
L21_V01,21004,160
L21_V01,21005,161
L21_V01,21030,161
L21_V01,21055,161
L21_V01,21080,161
L21_V01,21103,161
L21_V01,21104,162
L21_V01,21129,162
L21_V01,21154,162
L21_V01,21179,162
L21_V01,21204,162
L21_V01,21205,163
L21_V01,21230,163
L21_V01,21255,163
L21_V01,21270,163
L21_V01,21271,164
L21_V01,21296,164
L21_V01,21321,164
L21_V01,21326,164
L21_V01,21327,165
L21_V01,21352,165
L21_V01,21377,165
L21_V01,21402,165
L21_V01,21407,165
L21_V01,21408,166
L21_V01,21433,166
L21_V01,21458,166
L21_V01,21483,166
L21_V01,21508,166
L21_V01,21517,166
L21_V01,21518,167
L21_V01,21543,167
L21_V01,21568,167
L21_V01,21571,167
L21_V01,21572,168
L21_V01,21597,168
L21_V01,21620,168
L21_V01,21621,169
L21_V01,21646,169
L21_V01,21671,169
L21_V01,21672,169
L21_V01,21673,170
L21_V01,21698,170
L21_V01,21720,170
L21_V01,21721,171
L21_V01,21740,171
L21_V01,21741,172
L21_V01,21766,172
L21_V01,21791,172
L21_V01,21798,172
L21_V01,21799,173
L21_V01,21824,173
L21_V01,21849,173
L21_V01,21874,173
L21_V01,21878,173
L21_V01,21879,174
L21_V01,21904,174
L21_V01,21929,174
L21_V01,21954,174
L21_V01,21979,174
L21_V01,22004,174
L21_V01,22029,174
L21_V01,22054,174
L21_V01,22079,174
L21_V01,22104,174
L21_V01,22129,174
L21_V01,22154,174
L21_V01,22179,174
L21_V01,22204,174
L21_V01,22229,174
L21_V01,22254,174
L21_V01,22279,174
L21_V01,22304,174
L21_V01,22329,174
L21_V01,22354,174
L21_V01,22359,174
L21_V01,22360,175
L21_V01,22385,175
L21_V01,22410,175
L21_V01,22435,175
L21_V01,22460,175
L21_V01,22485,175
L21_V01,22486,175
L21_V01,22487,176
L21_V01,22512,176
L21_V01,22537,176
L21_V01,22562,176
L21_V01,22587,176
L21_V01,22612,176
L21_V01,22637,176
L21_V01,22662,176
L21_V01,22687,176
L21_V01,22712,176
L21_V01,22737,176
L21_V01,22762,176
L21_V01,22787,176
L21_V01,22812,176
L21_V01,22831,176
L21_V01,22832,177
L21_V01,22857,177
L21_V01,22882,177
L21_V01,22890,177
L21_V01,22891,178
L21_V01,22916,178
L21_V01,22941,178
L21_V01,22946,178
L21_V01,22947,179
L21_V01,22972,179
L21_V01,22997,179
L21_V01,23018,179
L21_V01,23019,180
L21_V01,23044,180
L21_V01,23064,180
L21_V01,23065,181
L21_V01,23090,181
L21_V01,23115,181
L21_V01,23117,181
L21_V01,23118,182
L21_V01,23143,182
L21_V01,23168,182
L21_V01,23193,182
L21_V01,23205,182
L21_V01,23206,183
L21_V01,23231,183
L21_V01,23256,183
L21_V01,23277,183
L21_V01,23278,184
L21_V01,23303,184
L21_V01,23328,184
L21_V01,23353,184
L21_V01,23378,184
L21_V01,23393,184
L21_V01,23394,185
L21_V01,23419,185
L21_V01,23444,185
L21_V01,23469,185
L21_V01,23494,185
L21_V01,23519,185
L21_V01,23544,185
L21_V01,23555,185
L21_V01,23556,186
L21_V01,23581,186
L21_V01,23606,186
L21_V01,23631,186
L21_V01,23656,186
L21_V01,23681,186
L21_V01,23706,186
L21_V01,23731,186
L21_V01,23756,186
L21_V01,23781,186
L21_V01,23806,186
L21_V01,23831,186
L21_V01,23849,186
L21_V01,23850,187
L21_V01,23875,187
L21_V01,23898,187
L21_V01,23899,188
L21_V01,23924,188
L21_V01,23949,188
L21_V01,23974,188
L21_V01,23999,188
L21_V01,24024,188
L21_V01,24025,188
L21_V01,24026,189
L21_V01,24051,189
L21_V01,24076,189
L21_V01,24101,189
L21_V01,24126,189
L21_V01,24151,189
L21_V01,24153,189
L21_V01,24154,190
L21_V01,24179,190
L21_V01,24204,190
L21_V01,24229,190
L21_V01,24254,190
L21_V01,24277,190
L21_V01,24278,191
L21_V01,24303,191
L21_V01,24328,191
L21_V01,24353,191
L21_V01,24378,191
L21_V01,24403,191
L21_V01,24428,191
L21_V01,24436,191
L21_V01,24437,192
L21_V01,24462,192
L21_V01,24487,192
L21_V01,24512,192
L21_V01,24517,192
L21_V01,24518,193
L21_V01,24543,193
L21_V01,24568,193
L21_V01,24593,193
L21_V01,24618,193
L21_V01,24643,193
L21_V01,24668,193
L21_V01,24693,193
L21_V01,24718,193
L21_V01,24743,193
L21_V01,24768,193
L21_V01,24793,193
L21_V01,24818,193
